state,window_date,window_days,winning_size,frequency,population_variance
JAMMU & KASHMIR,2022-07-04,10,XXL,4,15802.1875
JAMMU & KASHMIR,2022-07-05,10,XL,3,3190.22222222219
JAMMU & KASHMIR,2022-07-06,10,XXL,3,19148.222222222248
JAMMU & KASHMIR,2022-07-07,10,M,3,207949.55555555562
JAMMU & KASHMIR,2022-07-08,10,S,1,0.0
JHARKHAND,2022-04-01,10,M,2,2500.0
JHARKHAND,2022-04-02,10,XXL,7,112093.55102040817
JHARKHAND,2022-04-03,10,M,12,39149.1875
JHARKHAND,2022-04-04,10,M,14,40134.7397959184
JHARKHAND,2022-04-05,10,M,15,37770.86222222226
JHARKHAND,2022-04-06,10,M,19,34087.56786703598
JHARKHAND,2022-04-07,10,M,22,42614.413223140524
JHARKHAND,2022-04-08,10,M,25,38145.417600000044
JHARKHAND,2022-04-09,10,M,26,37068.196745562076
JHARKHAND,2022-04-10,10,M,29,40494.04518430447
JHARKHAND,2022-04-11,10,M,27,42623.862825788674
JHARKHAND,2022-04-12,10,M,30,50746.76555555558
JHARKHAND,2022-04-13,10,L,27,52203.0480109739
JHARKHAND,2022-04-14,10,M,27,81359.80246913579
JHARKHAND,2022-04-15,10,L,30,63509.64555555559
JHARKHAND,2022-04-16,10,L,31,60714.572320499516
JHARKHAND,2022-04-17,10,L,36,61366.55555555556
JHARKHAND,2022-04-18,10,L,39,60522.8284023669
JHARKHAND,2022-04-19,10,L,40,67797.04750000004
JHARKHAND,2022-04-20,10,L,39,67359.92504930974
JHARKHAND,2022-04-21,10,M,42,99509.28174603177
JHARKHAND,2022-04-22,10,M,44,87838.02221074386
JHARKHAND,2022-04-23,10,M,46,87269.49574669189
JHARKHAND,2022-04-24,10,M,47,78748.83838841098
JHARKHAND,2022-04-25,10,M,49,70914.46314035822
JHARKHAND,2022-04-26,10,M,50,87716.62760000012
JHARKHAND,2022-04-27,10,M,53,95226.5140619438
JHARKHAND,2022-04-28,10,M,58,102663.33769322239
JHARKHAND,2022-04-29,10,M,59,100508.40333237586
JHARKHAND,2022-04-30,10,M,55,94558.64330578508
JHARKHAND,2022-05-01,10,M,48,94732.18706597225
JHARKHAND,2022-05-02,10,M,45,95095.80444444437
JHARKHAND,2022-05-03,10,M,44,89178.78254132229
JHARKHAND,2022-05-04,10,M,42,92298.5691609977
JHARKHAND,2022-05-05,10,M,39,93801.38198553579
JHARKHAND,2022-05-06,10,M,36,79524.73070987657
JHARKHAND,2022-05-07,10,S,35,86721.13959183678
JHARKHAND,2022-05-08,10,S,35,87430.27428571437
JHARKHAND,2022-05-09,10,S,35,87726.31346938771
JHARKHAND,2022-05-10,10,S,34,84810.88927335641
JHARKHAND,2022-05-11,10,S,32,94546.1875
JHARKHAND,2022-05-12,10,S,31,94145.98335067631
JHARKHAND,2022-05-13,10,S,31,94621.7877211239
JHARKHAND,2022-05-14,10,S,23,94966.83931947069
JHARKHAND,2022-05-15,10,XL,21,105980.693877551
JHARKHAND,2022-05-16,10,L,23,78440.57466918713
JHARKHAND,2022-05-17,10,L,23,78645.28166351607
JHARKHAND,2022-05-18,10,L,25,95637.06559999997
JHARKHAND,2022-05-19,10,L,24,85289.24305555562
JHARKHAND,2022-05-20,10,L,24,81996.62326388899
JHARKHAND,2022-05-21,10,L,23,84755.64461247635
JHARKHAND,2022-05-22,10,L,21,89961.91836734687
JHARKHAND,2022-05-23,10,L,23,88461.99243856332
JHARKHAND,2022-05-24,10,L,21,93768.72108843538
JHARKHAND,2022-05-25,10,L,21,93965.20181405894
JHARKHAND,2022-05-26,10,S,20,86799.82750000001
JHARKHAND,2022-05-27,10,S,22,73264.38016528916
JHARKHAND,2022-05-28,10,L,20,43832.94
JHARKHAND,2022-05-29,10,L,19,38863.71191135736
JHARKHAND,2022-05-30,10,M,22,97400.56198347104
JHARKHAND,2022-05-31,10,M,23,112037.96975425328
JHARKHAND,2022-06-01,10,M,30,108823.78222222219
JHARKHAND,2022-06-02,10,M,28,103723.30994897964
JHARKHAND,2022-06-03,10,M,29,120027.2675386446
JHARKHAND,2022-06-04,10,M,30,119385.71222222212
JHARKHAND,2022-06-05,10,M,29,121834.45422116527
JHARKHAND,2022-06-06,10,M,31,120610.9947970864
JHARKHAND,2022-06-07,10,M,33,118854.54729109281
JHARKHAND,2022-06-08,10,M,30,116190.43222222215
JHARKHAND,2022-06-09,10,M,28,85172.60586734687
JHARKHAND,2022-06-10,10,M,27,94638.41426611802
JHARKHAND,2022-06-11,10,L,21,85091.89569160994
JHARKHAND,2022-06-12,10,M,23,95495.56143667287
JHARKHAND,2022-06-13,10,M,23,94369.77693761815
JHARKHAND,2022-06-14,10,L,21,83550.58503401355
JHARKHAND,2022-06-15,10,L,21,83522.62585034012
JHARKHAND,2022-06-16,10,L,22,71667.97520661162
JHARKHAND,2022-06-17,10,L,22,51576.5371900826
JHARKHAND,2022-06-18,10,L,23,62753.27410207939
JHARKHAND,2022-06-19,10,L,22,57804.59504132235
JHARKHAND,2022-06-20,10,L,20,79350.24750000006
JHARKHAND,2022-06-21,10,L,19,80381.98337950133
JHARKHAND,2022-06-22,10,M,21,118868.0
JHARKHAND,2022-06-23,10,M,23,115016.17013232526
JHARKHAND,2022-06-24,10,L,23,73534.06427221169
JHARKHAND,2022-06-25,10,M,24,114607.65104166663
JHARKHAND,2022-06-26,10,L,20,84811.72749999998
JHARKHAND,2022-06-27,10,M,22,98620.50413223135
JHARKHAND,2022-06-28,10,M,23,111092.24574669183
JHARKHAND,2022-06-29,10,M,25,132291.17759999994
JHARKHAND,2022-06-30,10,M,20,126196.83999999997
JHARKHAND,2022-07-01,10,M,20,126196.83999999997
JHARKHAND,2022-07-02,10,M,15,112475.12888888887
JHARKHAND,2022-07-03,10,M,11,93491.88429752062
JHARKHAND,2022-07-04,10,M,11,93491.88429752062
JHARKHAND,2022-07-05,10,M,9,98384.09876543202
JHARKHAND,2022-07-06,10,M,8,108753.4375
JHARKHAND,2022-07-07,10,M,5,155369.84000000003
JHARKHAND,2022-07-08,10,3XL,4,80464.75
JHARKHAND,2022-07-09,10,3XL,1,0.0
KARNATAKA,2022-04-01,5,M,6,20561.916666666686
KARNATAKA,2022-04-02,5,M,37,90338.5434623814
KARNATAKA,2022-04-03,5,M,68,102536.89684256056
KARNATAKA,2022-04-04,5,XL,108,79354.24374142668
KARNATAKA,2022-04-05,5,XL,144,71928.10026041663
KARNATAKA,2022-04-06,5,L,178,79637.50347178383
KARNATAKA,2022-04-07,5,L,192,68073.21831597225
KARNATAKA,2022-04-08,5,L,184,56927.94987594511
KARNATAKA,2022-04-09,5,L,179,51718.80172279262
KARNATAKA,2022-04-10,5,L,186,50145.516736038844
KARNATAKA,2022-04-11,5,L,189,54712.112370874325
KARNATAKA,2022-04-12,5,L,183,62652.157723431534
KARNATAKA,2022-04-13,5,L,176,56531.8463003615
KARNATAKA,2022-04-14,5,L,185,61312.25116143172
KARNATAKA,2022-04-15,5,L,183,63287.756397623045
KARNATAKA,2022-04-16,5,L,180,66667.4781172839
KARNATAKA,2022-04-17,5,L,197,70193.9618645159
KARNATAKA,2022-04-18,5,L,204,73303.99219050369
KARNATAKA,2022-04-19,5,XL,195,55825.08707429323
KARNATAKA,2022-04-20,5,XL,192,57289.667290581565
KARNATAKA,2022-04-21,5,M,178,69519.48494508275
KARNATAKA,2022-04-22,5,M,171,70162.41305016924
KARNATAKA,2022-04-23,5,M,179,70506.67463562306
KARNATAKA,2022-04-24,5,M,183,68218.5104959837
KARNATAKA,2022-04-25,5,L,175,62533.06102857145
KARNATAKA,2022-04-26,5,M,172,60088.62449296919
KARNATAKA,2022-04-27,5,L,173,67618.50258946168
KARNATAKA,2022-04-28,5,L,171,73422.14924250194
KARNATAKA,2022-04-29,5,L,185,70939.04970051127
KARNATAKA,2022-04-30,5,L,173,68688.0707006582
KARNATAKA,2022-05-01,5,L,174,71508.78851235297
KARNATAKA,2022-05-02,5,L,169,75503.89349112421
KARNATAKA,2022-05-03,5,M,188,53299.728497057455
KARNATAKA,2022-05-04,5,M,191,45098.29132973333
KARNATAKA,2022-05-05,5,M,211,57094.25682262302
KARNATAKA,2022-05-06,5,M,212,60928.75560697762
KARNATAKA,2022-05-07,5,XL,193,83216.05175977875
KARNATAKA,2022-05-08,5,XL,178,87213.30567478854
KARNATAKA,2022-05-09,5,M,162,78763.51779454353
KARNATAKA,2022-05-10,5,XL,144,71246.78684413579
KARNATAKA,2022-05-11,5,M,128,66561.2006225586
KARNATAKA,2022-05-12,5,M,137,74431.99211465719
KARNATAKA,2022-05-13,5,M,125,107580.49497599993
KARNATAKA,2022-05-14,5,M,120,109118.89555555565
KARNATAKA,2022-05-15,5,M,120,97373.67083333328
KARNATAKA,2022-05-16,5,M,120,98472.23305555561
KARNATAKA,2022-05-17,5,M,115,88841.78404536861
KARNATAKA,2022-05-18,5,M,113,61359.48782206909
KARNATAKA,2022-05-19,5,M,128,69038.453125
KARNATAKA,2022-05-20,5,M,130,72240.9197633136
KARNATAKA,2022-05-21,5,M,123,71578.4823848239
KARNATAKA,2022-05-22,5,M,125,81969.82105600007
KARNATAKA,2022-05-23,5,M,123,81748.45092207019
KARNATAKA,2022-05-24,5,L,120,60458.55493055552
KARNATAKA,2022-05-25,5,L,132,61861.36776859505
KARNATAKA,2022-05-26,5,XL,134,81348.66145021172
KARNATAKA,2022-05-27,5,XL,133,74744.55548646057
KARNATAKA,2022-05-28,5,XL,130,44602.94017751474
KARNATAKA,2022-05-29,5,XL,139,48414.72190880397
KARNATAKA,2022-05-30,5,XL,147,51498.338007311744
KARNATAKA,2022-05-31,5,XL,147,56010.32653061225
KARNATAKA,2022-06-01,5,XL,140,70564.77122448984
KARNATAKA,2022-06-02,5,M,171,76535.95718340675
KARNATAKA,2022-06-03,5,M,174,68090.96155370597
KARNATAKA,2022-06-04,5,M,172,73816.60394131963
KARNATAKA,2022-06-05,5,M,163,73109.93586510589
KARNATAKA,2022-06-06,5,M,166,69336.74266947305
KARNATAKA,2022-06-07,5,XL,155,63580.65748178976
KARNATAKA,2022-06-08,5,L,166,68249.85092175927
KARNATAKA,2022-06-09,5,XL,185,66008.67506208911
KARNATAKA,2022-06-10,5,L,187,73266.67082272866
KARNATAKA,2022-06-11,5,L,180,87679.77070987655
KARNATAKA,2022-06-12,5,L,176,89343.23860408063
KARNATAKA,2022-06-13,5,XL,177,73547.47377828846
KARNATAKA,2022-06-14,5,L,168,87865.80428004533
KARNATAKA,2022-06-15,5,L,165,80782.41153351706
KARNATAKA,2022-06-16,5,M,171,88137.09141274239
KARNATAKA,2022-06-17,5,M,171,88613.63687972364
KARNATAKA,2022-06-18,5,M,166,93369.59794600081
KARNATAKA,2022-06-19,5,M,169,90037.8740240187
KARNATAKA,2022-06-20,5,M,149,78046.62204405211
KARNATAKA,2022-06-21,5,XL,139,68897.94317064335
KARNATAKA,2022-06-22,5,M,136,63047.34553416958
KARNATAKA,2022-06-23,5,M,136,62165.826503027754
KARNATAKA,2022-06-24,5,L,126,85307.45609725366
KARNATAKA,2022-06-25,5,L,134,81948.18979728222
KARNATAKA,2022-06-26,5,L,131,63440.44507895806
KARNATAKA,2022-06-27,5,M,123,79097.44054464932
KARNATAKA,2022-06-28,5,M,114,86149.41982148355
KARNATAKA,2022-06-29,5,L,112,70859.85204081633
KARNATAKA,2022-06-30,5,L,95,66705.87301939056
KARNATAKA,2022-07-01,5,L,71,78485.33068835543
KARNATAKA,2022-07-02,5,L,52,71866.74556213018
KARNATAKA,2022-07-03,5,L,27,72509.76406035665
KARNATAKA,2022-07-04,5,M,6,20085.805555555533
KERALA,2022-04-01,10,S,3,4630.888888888934
KERALA,2022-04-02,10,XL,15,50807.98222222226
KERALA,2022-04-03,10,M,31,63364.43496357964
KERALA,2022-04-04,10,L,43,59020.38831800973
KERALA,2022-04-05,10,L,51,53327.229527104995
KERALA,2022-04-06,10,M,65,62015.16071005922
KERALA,2022-04-07,10,M,76,58638.48060941824
KERALA,2022-04-08,10,M,89,56545.7260446914
KERALA,2022-04-09,10,L,103,47818.61532660946
KERALA,2022-04-10,10,L,112,52157.80859375
KERALA,2022-04-11,10,M,126,60313.90299823636
KERALA,2022-04-12,10,M,122,55539.24724536424
KERALA,2022-04-13,10,M,115,60223.46192816639
KERALA,2022-04-14,10,M,115,59245.2068052931
KERALA,2022-04-15,10,L,122,64028.41366568132
KERALA,2022-04-16,10,L,125,65703.48761599994
KERALA,2022-04-17,10,L,125,68001.73414399999
KERALA,2022-04-18,10,L,127,74728.50641701277
KERALA,2022-04-19,10,L,124,72064.87740634748
KERALA,2022-04-20,10,L,120,67658.06638888892
KERALA,2022-04-21,10,L,129,55262.25779700739
KERALA,2022-04-22,10,L,135,54538.29574759939
KERALA,2022-04-23,10,L,142,56459.19242213847
KERALA,2022-04-24,10,L,136,58365.13186634949
KERALA,2022-04-25,10,L,132,54715.45196280995
KERALA,2022-04-26,10,L,131,49784.692267350445
KERALA,2022-04-27,10,L,127,49092.91375782754
KERALA,2022-04-28,10,XL,123,49867.826426069136
KERALA,2022-04-29,10,L,120,43329.3997222223
KERALA,2022-04-30,10,L,126,46009.39411690598
KERALA,2022-05-01,10,L,116,48412.65480083233
KERALA,2022-05-02,10,XL,118,48826.856363114144
KERALA,2022-05-03,10,XL,122,46352.05025530775
KERALA,2022-05-04,10,XL,124,39877.404786680534
KERALA,2022-05-05,10,XL,126,44270.83629377675
KERALA,2022-05-06,10,XL,127,40986.67518135032
KERALA,2022-05-07,10,M,122,60854.7289035205
KERALA,2022-05-08,10,M,124,67070.82258064515
KERALA,2022-05-09,10,M,119,65359.20259868656
KERALA,2022-05-10,10,XL,118,53735.52197644353
KERALA,2022-05-11,10,L,116,65605.76538347214
KERALA,2022-05-12,10,M,114,62724.214604493696
KERALA,2022-05-13,10,L,114,64140.79262850102
KERALA,2022-05-14,10,M,102,72775.97539407917
KERALA,2022-05-15,10,S,101,59176.443093814305
KERALA,2022-05-16,10,L,103,59579.72740126308
KERALA,2022-05-17,10,L,101,62984.46093520243
KERALA,2022-05-18,10,L,98,64262.22334443976
KERALA,2022-05-19,10,L,95,66582.1961218837
KERALA,2022-05-20,10,L,99,65677.62922150805
KERALA,2022-05-21,10,M,97,73566.67467318528
KERALA,2022-05-22,10,M,98,65503.41243231989
KERALA,2022-05-23,10,M,93,66277.29818476131
KERALA,2022-05-24,10,L,93,58499.572898601065
KERALA,2022-05-25,10,L,95,58237.99711911357
KERALA,2022-05-26,10,L,80,63485.806093750114
KERALA,2022-05-27,10,XL,83,62786.8468573087
KERALA,2022-05-28,10,XL,92,65616.41304347827
KERALA,2022-05-29,10,XL,103,60605.97134508431
KERALA,2022-05-30,10,XL,102,52375.803537101136
KERALA,2022-05-31,10,XL,106,51263.682449270156
KERALA,2022-06-01,10,XL,109,53448.07103779138
KERALA,2022-06-02,10,XL,111,60532.71779887995
KERALA,2022-06-03,10,XL,109,58885.79951182555
KERALA,2022-06-04,10,XL,114,67487.680901816
KERALA,2022-06-05,10,XL,118,68411.3795604711
KERALA,2022-06-06,10,XL,113,70716.40723627544
KERALA,2022-06-07,10,XL,112,65498.060507015325
KERALA,2022-06-08,10,M,107,56583.17826884444
KERALA,2022-06-09,10,M,105,46934.53514739231
KERALA,2022-06-10,10,M,108,46568.70464677643
KERALA,2022-06-11,10,M,110,46015.81066115707
KERALA,2022-06-12,10,L,113,54980.97486099147
KERALA,2022-06-13,10,L,115,52725.02412098297
KERALA,2022-06-14,10,M,118,60704.45568802074
KERALA,2022-06-15,10,M,122,57529.918637463066
KERALA,2022-06-16,10,M,127,66477.69917539845
KERALA,2022-06-17,10,M,123,66304.37966818694
KERALA,2022-06-18,10,M,121,71133.05402636435
KERALA,2022-06-19,10,M,115,72014.82162570895
KERALA,2022-06-20,10,M,112,72622.03053252562
KERALA,2022-06-21,10,M,110,72490.29264462803
KERALA,2022-06-22,10,M,110,74456.45363636367
KERALA,2022-06-23,10,L,115,77135.76226843102
KERALA,2022-06-24,10,M,103,66990.67640682432
KERALA,2022-06-25,10,L,102,61099.532487504825
KERALA,2022-06-26,10,L,113,74077.70146448433
KERALA,2022-06-27,10,L,119,71485.86554621847
KERALA,2022-06-28,10,L,123,74543.92980368831
KERALA,2022-06-29,10,L,119,78916.1971612174
KERALA,2022-06-30,10,L,117,78900.20512820513
KERALA,2022-07-01,10,L,101,82112.70346044505
KERALA,2022-07-02,10,L,83,78540.2685440557
KERALA,2022-07-03,10,L,69,79703.081705524
KERALA,2022-07-04,10,L,65,82198.67360946746
KERALA,2022-07-05,10,L,56,91015.02774234687
KERALA,2022-07-06,10,L,35,75817.59673469386
KERALA,2022-07-07,10,S,21,60205.36054421769
KERALA,2022-07-08,10,XL,12,79770.7430555555
KERALA,2022-07-09,10,M,2,10302.25
LADAKH,2022-04-04,10,M,1,0.0
LADAKH,2022-04-05,10,M,1,0.0
LADAKH,2022-04-06,10,L,1,0.0
LADAKH,2022-04-07,10,L,1,0.0
LADAKH,2022-04-08,10,L,1,0.0
LADAKH,2022-04-09,10,L,1,0.0
LADAKH,2022-04-10,10,M,2,67860.25
LADAKH,2022-04-11,10,M,2,67860.25
LADAKH,2022-04-12,10,M,2,67860.25
LADAKH,2022-04-13,10,M,2,67860.25
LADAKH,2022-04-14,10,XL,2,22952.25
LADAKH,2022-04-15,10,L,2,6084.0
LADAKH,2022-04-16,10,3XL,1,0.0
LADAKH,2022-04-17,10,3XL,1,0.0
LADAKH,2022-04-18,10,3XL,1,0.0
LADAKH,2022-04-19,10,3XL,1,0.0
LADAKH,2022-04-20,10,3XL,1,0.0
LADAKH,2022-04-21,10,L,2,1681.0
LADAKH,2022-04-22,10,L,2,1681.0
LADAKH,2022-04-23,10,L,2,1681.0
LADAKH,2022-04-24,10,L,2,1681.0
LADAKH,2022-04-25,10,L,2,0.0
LADAKH,2022-04-26,10,L,2,0.0
LADAKH,2022-04-27,10,L,2,0.0
LADAKH,2022-04-28,10,L,2,0.0
LADAKH,2022-04-29,10,L,2,0.0
LADAKH,2022-04-30,10,L,2,0.0
LADAKH,2022-05-01,10,XXL,2,107256.25
LADAKH,2022-05-02,10,XXL,2,107256.25
LADAKH,2022-05-03,10,XXL,2,107256.25
LADAKH,2022-05-04,10,XXL,2,107256.25
LADAKH,2022-05-05,10,3XL,1,0.0
LADAKH,2022-05-06,10,3XL,1,0.0
LADAKH,2022-05-07,10,3XL,1,0.0
LADAKH,2022-05-08,10,3XL,1,0.0
LADAKH,2022-05-09,10,3XL,1,0.0
LADAKH,2022-05-10,10,3XL,1,0.0
LADAKH,2022-05-11,10,3XL,1,0.0
LADAKH,2022-05-12,10,3XL,1,0.0
LADAKH,2022-05-13,10,3XL,1,0.0
LADAKH,2022-05-14,10,S,1,0.0
LADAKH,2022-05-15,10,M,1,0.0
LADAKH,2022-05-16,10,M,1,0.0
LADAKH,2022-05-17,10,M,1,0.0
LADAKH,2022-05-18,10,M,1,0.0
LADAKH,2022-05-19,10,M,1,0.0
LADAKH,2022-05-20,10,M,1,0.0
LADAKH,2022-05-21,10,M,1,0.0
LADAKH,2022-05-22,10,M,2,157212.25
LADAKH,2022-05-23,10,M,2,157212.25
LADAKH,2022-05-24,10,M,2,157212.25
LADAKH,2022-05-25,10,M,2,2304.0
LADAKH,2022-05-26,10,M,3,112299.5555555555
LADAKH,2022-05-27,10,M,3,112299.5555555555
LADAKH,2022-05-28,10,M,3,112299.5555555555
LADAKH,2022-05-29,10,M,3,112299.5555555555
LADAKH,2022-05-30,10,M,3,112299.5555555555
LADAKH,2022-05-31,10,M,3,112299.5555555555
LADAKH,2022-06-01,10,M,2,108241.0
LADAKH,2022-06-02,10,M,2,108241.0
LADAKH,2022-06-03,10,M,2,108241.0
LADAKH,2022-06-04,10,L,1,0.0
LADAKH,2022-06-05,10,L,1,0.0
LADAKH,2022-06-06,10,L,1,0.0
LADAKH,2022-06-07,10,M,2,18090.25
LADAKH,2022-06-08,10,M,2,18090.25
LADAKH,2022-06-09,10,M,2,18090.25
LADAKH,2022-06-10,10,M,2,18090.25
LADAKH,2022-06-11,10,M,2,18090.25
LADAKH,2022-06-12,10,S,3,49734.22222222213
LADAKH,2022-06-13,10,S,3,49734.22222222213
LADAKH,2022-06-14,10,S,3,49734.22222222213
LADAKH,2022-06-15,10,M,2,18090.25
LADAKH,2022-06-16,10,M,2,18090.25
LADAKH,2022-06-17,10,S,2,27225.0
LADAKH,2022-06-18,10,S,1,0.0
LADAKH,2022-06-19,10,M,1,0.0
LADAKH,2022-06-20,10,M,2,36100.0
LADAKH,2022-06-21,10,M,2,36100.0
LADAKH,2022-06-22,10,M,2,36100.0
LADAKH,2022-06-23,10,M,2,36100.0
LADAKH,2022-06-24,10,M,2,36100.0
LADAKH,2022-06-25,10,M,2,36100.0
LADAKH,2022-06-26,10,M,2,36100.0
LADAKH,2022-06-27,10,M,2,36100.0
LADAKH,2022-06-28,10,M,2,36100.0
LADAKH,2022-06-29,10,M,1,0.0
LADAKH,2022-06-30,10,XXL,1,0.0
LADAKH,2022-07-01,10,XXL,1,0.0
LADAKH,2022-07-02,10,XXL,1,0.0
LADAKH,2022-07-03,10,XXL,1,0.0
LADAKH,2022-07-04,10,XXL,1,0.0
LADAKH,2022-07-05,10,XXL,1,0.0
LADAKH,2022-07-06,10,XXL,1,0.0
LADAKH,2022-07-07,10,XXL,1,0.0
LAKSHADWEEP,2022-04-13,10,M,1,0.0
LAKSHADWEEP,2022-04-14,10,M,1,0.0
LAKSHADWEEP,2022-04-15,10,M,1,0.0
LAKSHADWEEP,2022-04-16,10,M,1,0.0
LAKSHADWEEP,2022-04-17,10,M,1,0.0
LAKSHADWEEP,2022-04-18,10,M,1,0.0
LAKSHADWEEP,2022-04-19,10,M,1,0.0
LAKSHADWEEP,2022-04-20,10,M,1,0.0
LAKSHADWEEP,2022-04-21,10,M,1,0.0
LAKSHADWEEP,2022-04-22,10,M,1,0.0
LAKSHADWEEP,2022-05-13,10,S,1,0.0
LAKSHADWEEP,2022-05-14,10,S,1,0.0
LAKSHADWEEP,2022-05-15,10,S,1,0.0
LAKSHADWEEP,2022-05-16,10,S,1,0.0
LAKSHADWEEP,2022-05-17,10,S,1,0.0
LAKSHADWEEP,2022-05-18,10,S,1,0.0
LAKSHADWEEP,2022-05-19,10,S,1,0.0
LAKSHADWEEP,2022-05-20,10,S,1,0.0
LAKSHADWEEP,2022-05-21,10,S,1,0.0
LAKSHADWEEP,2022-05-22,10,S,1,0.0
LAKSHADWEEP,2022-06-07,10,3XL,1,0.0
LAKSHADWEEP,2022-06-08,10,3XL,1,0.0
LAKSHADWEEP,2022-06-09,10,3XL,1,0.0
LAKSHADWEEP,2022-06-10,10,3XL,1,0.0
LAKSHADWEEP,2022-06-11,10,3XL,1,0.0
LAKSHADWEEP,2022-06-12,10,3XL,1,0.0
LAKSHADWEEP,2022-06-13,10,3XL,1,0.0
LAKSHADWEEP,2022-06-14,10,3XL,1,0.0
LAKSHADWEEP,2022-06-15,10,3XL,1,0.0
LAKSHADWEEP,2022-06-16,10,3XL,1,0.0
MADHYA PRADESH,2022-04-01,10,XL,1,0.0
MADHYA PRADESH,2022-04-02,10,L,9,63917.061728395
MADHYA PRADESH,2022-04-03,10,L,14,50984.02551020414
MADHYA PRADESH,2022-04-04,10,L,20,83973.48999999999
MADHYA PRADESH,2022-04-05,10,L,24,80687.0
MADHYA PRADESH,2022-04-06,10,M,33,49532.89439853083
MADHYA PRADESH,2022-04-07,10,M,38,48941.98614958458
MADHYA PRADESH,2022-04-08,10,L,44,66461.19834710751
MADHYA PRADESH,2022-04-09,10,L,47,64938.70801267546
MADHYA PRADESH,2022-04-10,10,L,50,69393.20000000007
MADHYA PRADESH,2022-04-11,10,M,55,45780.417851239676
MADHYA PRADESH,2022-04-12,10,M,52,41821.97485207103
MADHYA PRADESH,2022-04-13,10,M,50,44361.76999999996
MADHYA PRADESH,2022-04-14,10,M,51,43913.56708958093
MADHYA PRADESH,2022-04-15,10,L,53,63313.39480242081
MADHYA PRADESH,2022-04-16,10,M,50,64487.34759999998
MADHYA PRADESH,2022-04-17,10,L,51,72072.14071510953
MADHYA PRADESH,2022-04-18,10,M,49,67358.52977925865
MADHYA PRADESH,2022-04-19,10,M,47,73658.68990493444
MADHYA PRADESH,2022-04-20,10,L,48,57074.530815972306
MADHYA PRADESH,2022-04-21,10,M,51,66729.45174932724
MADHYA PRADESH,2022-04-22,10,M,56,57919.5889668368
MADHYA PRADESH,2022-04-23,10,M,58,71246.62455410219
MADHYA PRADESH,2022-04-24,10,XL,56,66389.17346938775
MADHYA PRADESH,2022-04-25,10,M,53,61946.6258454966
MADHYA PRADESH,2022-04-26,10,XL,53,83761.94019223918
MADHYA PRADESH,2022-04-27,10,M,51,47982.27527873899
MADHYA PRADESH,2022-04-28,10,M,51,47612.41830065363
MADHYA PRADESH,2022-04-29,10,M,55,58799.79834710737
MADHYA PRADESH,2022-04-30,10,M,53,60896.148807404796
MADHYA PRADESH,2022-05-01,10,S,50,54672.40359999996
MADHYA PRADESH,2022-05-02,10,S,47,55243.219556360506
MADHYA PRADESH,2022-05-03,10,S,48,55384.138888888876
MADHYA PRADESH,2022-05-04,10,M,48,60522.854166666686
MADHYA PRADESH,2022-05-05,10,S,51,65392.59131103428
MADHYA PRADESH,2022-05-06,10,S,49,63357.687630154076
MADHYA PRADESH,2022-05-07,10,M,49,67325.11870054144
MADHYA PRADESH,2022-05-08,10,M,51,73618.52902729728
MADHYA PRADESH,2022-05-09,10,M,54,79148.5555555555
MADHYA PRADESH,2022-05-10,10,XL,62,118148.90218522365
MADHYA PRADESH,2022-05-11,10,XL,61,121087.2915882828
MADHYA PRADESH,2022-05-12,10,XL,64,121734.02709960938
MADHYA PRADESH,2022-05-13,10,XL,61,110303.98602526193
MADHYA PRADESH,2022-05-14,10,XL,58,106608.51040428056
MADHYA PRADESH,2022-05-15,10,XL,54,113522.45953360765
MADHYA PRADESH,2022-05-16,10,XL,54,114353.29080932774
MADHYA PRADESH,2022-05-17,10,XL,46,93808.88846880908
MADHYA PRADESH,2022-05-18,10,M,42,83609.72108843538
MADHYA PRADESH,2022-05-19,10,XL,38,98665.67313019396
MADHYA PRADESH,2022-05-20,10,M,35,55035.53959183674
MADHYA PRADESH,2022-05-21,10,M,35,53426.484897959104
MADHYA PRADESH,2022-05-22,10,M,31,76132.50780437049
MADHYA PRADESH,2022-05-23,10,M,33,72115.14784205682
MADHYA PRADESH,2022-05-24,10,M,35,64293.04489795922
MADHYA PRADESH,2022-05-25,10,M,36,61852.83333333349
MADHYA PRADESH,2022-05-26,10,M,35,66292.56000000006
MADHYA PRADESH,2022-05-27,10,XXL,36,75795.17515432101
MADHYA PRADESH,2022-05-28,10,M,39,94791.35700197227
MADHYA PRADESH,2022-05-29,10,M,41,91096.67816775735
MADHYA PRADESH,2022-05-30,10,M,43,76937.41157382366
MADHYA PRADESH,2022-05-31,10,M,40,84721.81937500008
MADHYA PRADESH,2022-06-01,10,M,44,73705.83626033046
MADHYA PRADESH,2022-06-02,10,M,47,81461.86600271612
MADHYA PRADESH,2022-06-03,10,M,46,81805.4598298677
MADHYA PRADESH,2022-06-04,10,M,50,89523.93000000005
MADHYA PRADESH,2022-06-05,10,M,53,86510.6849412602
MADHYA PRADESH,2022-06-06,10,M,56,70049.85586734704
MADHYA PRADESH,2022-06-07,10,M,54,65151.96570644714
MADHYA PRADESH,2022-06-08,10,M,52,66363.42455621308
MADHYA PRADESH,2022-06-09,10,XL,51,97699.30411380238
MADHYA PRADESH,2022-06-10,10,XL,53,111495.82627269486
MADHYA PRADESH,2022-06-11,10,M,49,68287.85839233646
MADHYA PRADESH,2022-06-12,10,M,50,59629.42239999998
